2017.10.02,13:48:21:013,1.50692E+12,0,,2017.10.02,15:09:46:023,1.50692E+12,0
2017.10.02,13:48:21:173,1.50692E+12,684,,2017.10.02,15:09:47:703,1.50692E+12,656
2017.10.02,13:48:21:853,1.50692E+12,680,,2017.10.02,15:09:48:423,1.50692E+12,707
2017.10.02,13:48:22:493,1.50692E+12,654,,2017.10.02,15:09:49:143,1.50692E+12,743
2017.10.02,13:48:23:173,1.50692E+12,655,,2017.10.02,15:09:49:983,1.50692E+12,835
2017.10.02,13:48:23:813,1.50692E+12,660,,2017.10.02,15:09:50:783,1.50692E+12,806
2017.10.02,13:48:24:493,1.50692E+12,652,,2017.10.02,15:09:51:063,1.50692E+12,262
2017.10.02,13:48:25:133,1.50692E+12,648,,2017.10.02,15:09:51:343,1.50692E+12,304
2017.10.02,13:48:25:773,1.50692E+12,641,,2017.10.02,15:09:51:583,1.50692E+12,242
2017.10.02,13:48:26:373,1.50692E+12,620,,2017.10.02,15:09:52:343,1.50692E+12,726
2017.10.02,13:48:27:013,1.50692E+12,622,,2017.10.02,15:09:53:063,1.50692E+12,731
2017.10.02,13:48:33:053,1.50692E+12,390,,2017.10.02,15:09:53:743,1.50692E+12,693
2017.10.02,13:48:33:653,1.50692E+12,604,,2017.10.02,15:09:54:463,1.50692E+12,704
2017.10.02,13:48:34:253,1.50692E+12,403,,2017.10.02,15:09:55:263,1.50692E+12,820
2017.10.02,13:48:34:853,1.50692E+12,409,,2017.10.02,15:09:56:143,1.50692E+12,862
2017.10.02,13:48:35:453,1.50692E+12,412,,2017.10.02,15:09:56:423,1.50692E+12,285
2017.10.02,13:48:36:053,1.50692E+12,603,,2017.10.02,15:09:56:863,1.50692E+12,240
2017.10.02,13:48:36:653,1.50692E+12,604,,2017.10.02,15:09:57:103,1.50692E+12,260
2017.10.02,13:48:37:293,1.50692E+12,409,,2017.10.02,15:09:58:063,1.50692E+12,783
2017.10.02,13:48:37:893,1.50692E+12,418,,2017.10.02,15:10:04:743,1.50692E+12,796
2017.10.02,13:48:38:533,1.50692E+12,421,,2017.10.02,15:10:05:623,1.50692E+12,877
2017.10.02,13:48:39:173,1.50692E+12,440,,2017.10.02,15:10:06:463,1.50692E+12,842
2017.10.02,13:48:39:853,1.50692E+12,650,,2017.10.02,15:10:07:343,1.50692E+12,881
2017.10.02,13:48:40:453,1.50692E+12,634,,2017.10.02,15:10:08:103,1.50692E+12,779
2017.10.02,13:48:41:093,1.50692E+12,628,,2017.10.02,15:10:08:863,1.50692E+12,742
2017.10.02,13:48:41:733,1.50692E+12,618,,2017.10.02,15:10:09:623,1.50692E+12,774
2017.10.02,13:48:42:333,1.50692E+12,606,,2017.10.02,15:10:10:383,1.50692E+12,757
2017.10.02,13:48:42:933,1.50692E+12,598,,2017.10.02,15:10:11:103,1.50692E+12,735
2017.10.02,13:48:43:533,1.50692E+12,596,,2017.10.02,15:10:11:863,1.50692E+12,721
2017.10.02,13:48:44:093,1.50692E+12,585,,2017.10.02,15:10:12:543,1.50692E+12,702
2017.10.02,13:48:44:693,1.50692E+12,577,,2017.10.02,15:10:13:303,1.50692E+12,739
2017.10.02,13:48:45:253,1.50692E+12,572,,2017.10.02,15:10:14:143,1.50692E+12,866
2017.10.02,13:48:45:813,1.50692E+12,565,,2017.10.02,15:10:15:263,1.50692E+12,1117
2017.10.02,13:48:46:373,1.50692E+12,561,,2017.10.02,15:10:16:223,1.50692E+12,960
2017.10.02,13:48:46:933,1.50692E+12,549,,2017.10.02,15:10:17:063,1.50692E+12,837
2017.10.02,13:48:49:213,1.50692E+12,2292,,2017.10.02,15:10:17:943,1.50692E+12,880
2017.10.02,13:48:50:453,1.50692E+12,1221,,2017.10.02,15:10:18:783,1.50692E+12,853
2017.10.02,13:48:51:053,1.50692E+12,602,,2017.10.02,15:10:19:623,1.50692E+12,823
2017.10.02,13:48:51:653,1.50692E+12,604,,2017.10.02,15:10:20:423,1.50692E+12,786
2017.10.02,13:48:52:253,1.50692E+12,599,,2017.10.02,15:10:21:183,1.50692E+12,773
2017.10.02,13:48:52:853,1.50692E+12,592,,2017.10.02,15:10:21:943,1.50692E+12,755
